Flag,avg_Time_Between_Sent_Trans,avg_Time Between_Receive_Trans,send_Trans,receive_Trans,min_Value_Sent_to_Contract,max_Value_Sent_to_Contract,avg_Value_Sent_to_Contract,Total_Trans,Total_Ether_Sent,Total_Ether_Received,Total_Ether_Balance
0,3221.64,4480.04,283,16,0.0,0.0,0.0,299,23.05448399,1.94105029,-21.1134337
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.5278,0.53,0.0022
0,9174.48,1032.22,103,27,0.0,0.0,0.0,130,43.62113318,44.37031997,0.749186791
0,9676.37,46570.37,7,5,0.0,0.0,0.0,12,36.105,36.178805,0.073805
0,18424.89,48149.18,9,8,0.0,0.0,0.0,17,91.33595656,91.34836781,0.012411241
0,0.0,0.0,1,1,0.0,0.0,0.0,2,4.39421394,4.395,0.00078606
0,6900.67,7993.31,141,27,0.0,0.0,0.0,168,7939.816234999998,7578.980785,-360.8354499
0,0.0,0.0,1,1,0.0,0.0,0.0,2,1.98974798,1.99,0.00025202
0,0.0,1881.38,0,130,0.0,0.0,0.0,131,0.0,27.10995407,27.10995407
0,9673.63,8132.74,36,76,0.0,0.0,0.0,112,2482.353168,2482.379209,0.026041719
0,162.22,0.33,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,8576.44,49.15,33,7,0.0,0.0,0.0,40,12.835,11.39830291,-1.43669709
0,120411.9,2987.4,3,2,0.0,0.0,0.0,5,1.4,21.0,19.6
0,2.58,0.0,4,2,0.0,0.0,0.0,6,2000.998113,2001.0,0.001886545
0,4446.65,87200.67,10,8,0.0,0.0,0.0,18,1.40495651,1.40714988,0.00219337
0,55.7,122.02,31,151,0.0,0.0,0.0,182,716.2882099999998,716.3057438999998,0.01753388
0,160.03,0.22,2,3,0.0,0.0,0.0,5,100.9990158,101.0,0.000984218
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.470157784,0.47062942,0.000471636
0,163780.12,0.0,2,1,0.0,0.0,0.0,3,0.00013944,0.00246512,0.00232568
0,0.0,0.0,1,1,0.0,0.0,0.0,2,4.99457998,4.995,0.00042002
0,0.0,78670.32,0,6,0.0,0.0,0.0,7,0.0,0.0,0.0
0,24.29,0.59,3,2,0.0,0.0,0.0,5,100.998477,101.0,0.001523001
0,6416.37,3469.12,95,23,0.0,0.0,0.0,118,92.22592536,86.02352031,-6.202405046
0,0.0,56.31,0,494,0.0,0.0,0.0,494,0.0,0.02,0.02
0,14773.89,39386.73,17,12,0.0,0.0,0.0,29,27.393490000000003,29.58047519,2.18698519
0,54345.49,0.0,2,1,0.0,0.0,0.0,3,7.099117999999999,7.1,0.000882
0,3.3,37447.94,9,9,0.0,0.0,0.0,18,176.6733375,176.6829079,0.00957045
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.119829473,0.120301109,0.000471636
0,162.42,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,6.22,4288.13,101,101,0.0,0.0,0.0,202,66.38147871,66.49582472,0.114346012
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.95255826,0.95306226,0.000504
0,162.92,0.15,2,4,0.0,0.0,0.0,6,100.9990158,101.0,0.000984218
0,19.12,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,3.66,77113.44,3,3,0.0,0.0,0.0,6,21.99625814,21.99895,0.00269186
0,1199.39,2173.15,234,138,0.0,0.0,0.0,372,13906.12561,11940.43782,-1965.68779
0,106.52,0.97,3,2,0.0,0.0,0.0,5,100.9985356,101.0,0.001464437
0,14076.0,4744.02,46,32,0.0,0.0,0.0,79,405.2210656,373.3207618,-31.90030379
0,36.77,3102.03,271,361,0.0,0.0,0.0,632,1701.168197,1701.3843,0.216102577
0,156.87,5.4,2,2,0.0,0.0,0.0,4,100.9989738,101.0,0.001026218
0,0.0,3.85,0,9999,0.0,0.0,0.0,10000,0.0,38.017,38.017
0,0.0,0.0,1,1,0.0,0.0,0.0,2,3.149528364,3.15,0.000471636
0,8782.87,9575.43,57,28,0.0,0.0,0.0,85,170.9322,157.06856269999997,-13.86363733
0,0.81,14872.31,21,21,0.0,0.0,0.0,42,7.0574210000000015,7.077161,0.01974
0,0.0,4.64,1,2,0.0,0.0,0.0,3,6.92436182,6.92484692,0.0004851
0,0.0,2073.53,0,154,0.0,0.0,0.0,155,0.0,81.90989038,81.90989038
0,0.0,6541.29,0,22,0.0,0.0,0.0,23,0.0,76.94912401,76.94912401
0,10.98,652.71,1407,2026,0.0,0.0,0.0,3433,4878.765090999998,4879.792202000001,1.027110559
0,2011.12,4215.1,39,25,0.0,0.0,0.0,64,371.3098466,371.339068,0.029221478
0,0.0,2081.99,0,110,0.0,0.0,0.0,111,0.0,47.73491496,47.73491496
0,9571.15,8715.39,32,32,0.0,0.0,0.0,64,450.6763234,450.70569580000006,0.029372443
0,0.0,1989.17,0,114,0.0,0.0,0.0,115,0.0,35.46949621,35.46949621
0,10269.07,16752.07,8,14,0.0,0.0,0.0,22,25.69744967,25.70364154,0.006191869
0,1666.38,2674.33,38,124,0.0,0.0,0.0,162,8.922245402,8.940771682000001,0.01852628
0,5.14,25734.14,9,9,0.0,0.0,0.0,18,4.327034023,4.331750199,0.004716176
0,158.55,1.78,2,2,0.0,0.0,0.0,4,100.9985715,101.0,0.001428506
0,0.0,1.65,0,2,0.0,0.0,0.0,2,0.0,0.99905674,0.99905674
0,158.66,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,1211.93,369.71,2,2,0.0,0.0,0.0,4,1.00537887,1.01033627,0.0049574
0,25.14,0.08,3,2,0.0,0.0,0.0,5,100.998488,101.0,0.001512
0,10.77,1046.93,1507,1528,0.0,0.0,0.0,3035,588.8648127,589.9688797,1.104067079
0,4481.0,826.6,64,61,0.0,0.0,0.0,125,146.3240938,146.3529462,0.028852362
0,72346.7,5896.79,5,93,0.0,0.0,0.0,98,11180.30833,11180.30988,0.001553992
0,50.84,429.69,603,3723,0.0,0.0,0.0,4326,1209.960637,1210.690815,0.730177958
0,0.0,4907.12,0,18,0.0,0.0,0.0,19,0.0,145.7524674,145.7524674
0,1.93,4140.34,2,2,0.0,0.0,0.0,4,1.991618241,1.992545498,0.000927256
0,83.87,653.37,190,192,0.0,0.0,0.0,382,27.03431684,27.11413784,0.079821
0,160.54,0.21,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,0.0,1399.42,0,143,0.0,0.0,0.0,144,0.0,170.37484980000005,170.37484980000005
0,32.43,3016.12,481,489,0.0,0.0,0.0,970,280.156466,279.549246,-0.607219961
0,1739.48,57164.83,3,2,0.0,0.0,0.0,5,3.3,2.395,-0.905
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.60938,0.61,0.00062
0,108.18,0.0,3,2,0.0,0.0,0.0,5,100.9984698,101.0,0.001530218
0,566.78,21176.0,57,22,0.0,0.0,0.0,79,30.41098227,30.15061763,-0.260364635
0,33.41,0.0,3,1,0.0,0.0,0.0,4,100.998488,101.0,0.001512
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.294528364,0.295,0.000471636
0,161.87,0.0,2,1,0.0,0.0,0.0,3,100.9989738,101.0,0.001026218
0,4.93,154.49,2,2,0.0,0.0,0.0,4,130.19607309999998,130.2,0.00392689
0,823.89,187953.36,9,5,0.0,0.0,0.0,14,1.38221088,1.38704121,0.00483033
0,1144.86,1812.83,109,344,0.0,0.0,0.0,453,1876.987911,1876.601493,-0.3864176170000001
0,2365.36,12614.22,21,19,0.0,0.0,0.0,40,177.1677042,114.202567,-62.96513712
0,0.0,26473.18,0,2,0.0,0.0,0.0,3,0.0,20.0,20.0
0,2843.38,701.23,25,32,0.0,0.0,0.0,57,4754.07,3729.095025,-1024.974975
0,692.16,6966.26,56,16,0.0,0.0,0.0,72,47.1969999,47.66649089,0.46949099
0,101.46,0.0,3,1,0.0,0.0,0.0,4,100.9985118,101.0,0.001488218
0,4.2,8367.17,5,5,0.0,0.0,0.0,10,46.70435605,46.70861376,0.00425771
0,546.06,0.0,135,1,0.0,0.0,0.0,136,56.791,10.02698358,-46.76401642
0,0.0,475.53,0,663,0.0,0.0,0.0,663,0.0,66.86982305,66.86982305
0,0.0,10442.99,0,2,0.0,0.0,0.0,2,0.0,0.0,0.0
0,230.52,4123.1,203,210,0.0,0.0,0.0,413,70.05978547,70.21749861,0.15771314
0,1043.02,171177.5,4,3,0.0,0.0,0.0,7,1.6749,1.69087397,0.01597397
0,11202.05,17632.22,16,8,0.0,0.0,0.0,24,99.15289054,98.04171979,-1.111170747
0,160.58,0.0,2,1,0.0,0.0,0.0,3,100.9985715,101.0,0.001428506
0,164.72,0.0,2,2,0.0,0.0,0.0,4,100.9989738,101.0,0.001026218
0,18514.48,35.44,34,3,0.0,0.0,0.0,37,116.9061774,108.178602,-8.727575427
0,107.63,0.0,3,1,0.0,0.0,0.0,4,100.9985356,101.0,0.001464437
0,10015.17,31639.41,13,9,0.0,0.0,0.0,22,14.23815298,14.25516985,0.01701687
0,2.12,0.0,4,2,0.0,0.0,0.0,6,2000.998113,2001.0,0.001886545
0,0.0,1766.28,0,165,0.0,0.0,0.0,166,0.0,144.0878218,144.0878218
0,14.84,0.0,7,1,0.0,0.0,0.0,8,100.996472,101.0,0.003528
0,17.13,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,47.23,7324.93,42,41,0.0,0.0,0.0,83,33.65602982,33.67675746,0.020727636
0,3084.25,842.74,10,123,0.0,0.0,0.0,133,1519.862648,1519.877818,0.01516962
0,1976.45,1758.19,22,9,0.0,0.0,0.0,31,144.3333748,144.3509569,0.017582067
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.1732867839999999,0.17379244,0.0005056559999999
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.099496,0.1,0.000504
0,18.53,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,40686.65,24242.29,10,10,0.0,0.0,0.0,20,77.26961629,77.27419350000002,0.004577207
0,2818.92,1493.28,190,5,0.0,0.0,0.0,195,18.55036,10.64776966,-7.90259034
0,1861.95,3299.78,283,169,0.0,0.0,0.0,452,1684.378706,1595.508449,-88.87025642
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.999675357,1.000179357,0.000504
0,161.92,0.5,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.59527468,0.59747468,0.0022
0,0.0,1518.9,1,2,0.0,0.0,0.0,3,3.989559,3.99,0.000441
0,0.0,25194.73,0,9,0.0,0.0,0.0,10,0.0,943.1,943.1
0,202471.56,397.62,3,149,0.0,0.0,0.0,152,914.889732,914.8932395,0.0035075
0,160.61,0.63,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,3.27,0.52,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,2029.44,2772.94,100,321,0.0,0.0,0.0,421,44.26562915,44.66959806,0.403968907
0,46332.51,39450.96,6,6,0.0,0.0,0.0,12,22.23573801,22.23838401,0.002646
0,0.0,0.0,1,1,0.0,0.0,0.0,2,2.32513936,2.32592542,0.00078606
0,0.0,1971.81,0,115,0.0,0.0,0.0,116,0.0,26.75245414,26.75245414
0,1084.37,2309.6,261,29,0.0,0.0,0.0,290,3.311055199,3.82393082,0.5128756210000001
0,0.0,15.63,0,9999,0.0,0.0,0.0,10000,0.0,0.0,0.0
0,5.16,34918.47,5,5,0.0,0.0,0.0,10,18.60651017,18.61612389,0.009613723
0,41816.88,58905.01,8,11,0.0,0.0,0.0,19,16.26,41.2663,25.0063
0,42862.41,8542.04,6,7,0.0,0.0,0.0,13,18.49972531,16.70606522,-1.793660082
0,17521.42,2173.56,14,7,0.0,0.0,0.0,21,34.14830005,31.04615308,-3.102146976
0,21.0,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,26855.44,35030.82,29,6,0.0,0.0,0.0,35,150.97398859999996,752.0,601.0260114
0,165.65,0.0,2,1,0.0,0.0,0.0,3,101.4167258,101.0,-0.416725812
0,164.28,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,12214.73,8097.85,44,17,0.0,0.0,0.0,61,78.63051072,62.24276991,-16.38774081
0,0.0,0.0,1,1,0.0,0.0,0.0,2,23.944065,23.944569,0.000504
0,1520.24,4795.52,86,64,0.0,0.0,0.0,150,5524.228,5494.462949000002,-29.7650507
0,377913.42,11269.86,2,5,0.0,0.0,0.0,7,15.0,30.127,15.127
0,9988.21,23826.16,7,5,0.0,0.0,0.0,12,7.13105427,7.1348,0.00374573
0,22.27,1045.39,1261,1458,0.0,0.0,0.0,2719,27341.19168,27342.45139,1.259710975
0,0.0,16745.47,0,6,0.0,0.0,0.0,7,0.0,34.68129065,34.68129065
0,3.76,5100.19,43,44,0.0,0.0,0.0,87,435.8078112,435.8545075,0.046696362
0,0.0,3012.62,0,106,0.0,0.0,0.0,107,0.0,21.53339222,21.53339222
0,348.76,12696.72,178,21,0.0,0.0,0.0,199,391.5137472,73.51222911,-318.0015180000001
0,125.71,2436.45,132,197,0.0,0.0,0.0,329,11.7859888,11.85031309,0.064324286
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.07302318,0.07364318,0.00062
0,7254.65,94500.98,6,3,0.0,0.0,0.0,9,1.84328867,1.84768807,0.0043994
0,163.33,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,3.09,0.0,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,31.07,13.7,172,9828,0.0,0.0,0.0,10000,295715.0,303293.2751,7578.275097
0,7.17,3798.53,3,3,0.0,0.0,0.0,6,1.618833978,1.6213,0.002466022
0,21.81,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,87.41,8403.19,44,57,0.0,0.0,0.0,101,43.43725103,43.49842197,0.061170938
0,0.0,0.0,1,1,0.0,0.0,0.0,2,1.01518333,1.01651922,0.00133589
0,2018.85,5951.41,35,47,0.0,0.0,0.0,82,7.44770264,7.465559308,0.017856668
0,0.0,6028.68,0,33,0.0,0.0,0.0,34,0.0,29.85930017,29.85930017
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.453915794,0.45438743,0.000471636
0,0.0,0.0,0,1,0.0,0.0,0.0,1,0.0,3.77,3.77
0,0.0,214.21,0,4247,0.0,0.0,0.0,4248,0.0,2.036687015,2.036687015
0,0.0,5399.48,0,42,0.0,0.0,0.0,43,0.0,33.82622659,33.82622659
0,162.18,0.6,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,0.0,2289.76,0,100,0.0,0.0,0.0,101,0.0,95.76903228,95.76903228
0,7.14,52.71,5089,4911,0.0,0.0,0.0,10000,646414.6298,615708.6876,-30705.94223
0,161.04,1.78,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,0.0,5669.69,0,40,0.0,0.0,0.0,41,0.0,315.255538,315.255538
0,0.0,2983.77,0,76,0.0,0.0,0.0,77,0.0,1437.5282,1437.5282
0,0.0,30339.75,0,9,0.0,0.0,0.0,10,0.0,3.066385239,3.066385239
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.199135945,0.199607581,0.000471636
0,73.72,5049.43,153,164,0.0,0.0,0.0,317,202.2035991,202.3429773,0.13937816
0,51087.09,19369.78,8,3,0.0,0.0,0.0,11,0.124533527,0.12731818,0.002784653
0,0.0,1929.89,0,151,0.0,0.0,0.0,152,0.0,183.4927076,183.4927076
0,162.18,0.37,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,31730.32,4592.35,12,10,0.0,0.0,0.0,22,59.01869999,54.03580702,-4.982892965
0,0.0,373502.99,1,2,0.0,0.0,0.0,3,0.234521,5.274928,5.040407
0,3.94,0.0,3,2,0.0,0.0,0.0,5,2000.998585,2001.0,0.001414909
0,187079.53,12154.99,4,12,0.0,0.0,0.0,16,104.8736978,104.8753148,0.001617
0,41.24,1170.44,1180,1047,0.0,0.0,0.0,2227,230991.3113,230991.9711,0.659788705
0,48.35,3501.52,156,159,0.0,0.0,0.0,315,255.1213207,255.1868407,0.06552
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.249496,0.25,0.000504
0,0.67,15574.88,2,2,0.0,0.0,0.0,4,9.4879,9.49,0.0021
0,0.0,30250.38,0,2,0.0,0.0,0.0,3,0.0,55.12344882,55.12344882
0,6.67,66745.12,3,3,0.0,0.0,0.0,6,7.86157047,7.87,0.00842953
0,2.64,313.51,43,45,0.0,0.0,0.0,88,156.00898569999995,156.0270457,0.01806
0,18509.58,12261.06,8,25,0.0,0.0,0.0,33,27.42858237,25.7745665,-1.6540158669999998
0,49270.89,2747.71,4,3,0.0,0.0,0.0,7,35.45767562,35.45978652,0.0021109
0,0.0,7728.89,0,13,0.0,0.0,0.0,14,0.0,337.39634,337.39634
0,2.43,17983.02,8,8,0.0,0.0,0.0,16,39.99472071,39.99958,0.004859287
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.998498,0.999118,0.00062
0,156.18,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.0700111,0.0706311,0.00062
0,828.93,27856.41,13,29,0.0,0.0,0.0,42,13.18941615,13.20131581,0.011899662
0,17.44,1377.4,526,525,0.0,0.0,0.0,1051,107.4117819,107.7575556,0.345773625
0,64308.21,97756.17,16,2,0.0,0.0,0.0,18,10202.99173,10203.2,0.208274039
0,15443.73,2290.11,81,219,0.0,0.0,0.0,300,4951.091144,4925.733592000001,-25.35755275
0,0.0,0.0,1,1,0.0,0.0,0.0,2,1.633,1.64336218,0.01036218
0,6.99,23929.79,21,22,0.0,0.0,0.0,43,7.60513783,7.6389773660000015,0.033839536
0,161.67,0.04,2,2,0.0,0.0,0.0,4,100.9985715,101.0,0.001428506
0,1106.47,973.03,152,119,0.0,0.0,0.0,271,7338.1973,6696.919615,-641.2776848999998
0,2.18,16147.1,7,8,0.0,0.0,0.0,15,24.7433686,24.74630860000001,0.00294
0,0.0,1308.64,0,244,0.0,0.0,0.0,245,0.0,65.8404692,65.8404692
0,3.94,43647.13,5,5,0.0,0.0,0.0,10,1012.72509,1012.729089,0.003999663
0,19.62,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,2.19,1851.57,53,53,0.0,0.0,0.0,106,20.66341863,20.70230530000001,0.038886675
0,83.74,25609.02,8,10,0.0,0.0,0.0,18,940.3383505,940.3606484,0.022297917
0,233.27,28279.08,30,29,0.0,0.0,0.0,59,1.45099602,1.46680967,0.01581365
0,22.85,0.58,3,2,0.0,0.0,0.0,5,100.998446,101.0,0.0015539999999999
0,1755.04,6629.43,120,91,0.0,0.0,0.0,211,558.4713217,558.5513802,0.080058507
0,3475.29,3248.02,18,83,0.0,0.0,0.0,101,6.28,7.335177878,1.055177878
0,0.0,5154.2,0,44,0.0,0.0,0.0,45,0.0,39.13206873,39.13206873
0,23.71,0.07,3,2,0.0,0.0,0.0,5,100.9984458,101.0,0.001554158
0,30.23,100652.52,2,2,0.0,0.0,0.0,4,4.31951127,4.32043527,0.000924
0,0.0,9945.5,0,20,0.0,0.0,0.0,21,0.0,73.76886204,73.76886204
0,42022.48,0.0,13,1,0.0,0.0,0.0,14,20.70274958,7.71850503,-12.98424455
0,2.29,633.02,3,3,0.0,0.0,0.0,6,0.968601767,0.97,0.0013982329999999
0,0.0,0.0,1,1,0.0,0.0,0.0,2,4.99848865,5.0,0.00151135
0,157.49,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,4774.08,3216.21,65,79,0.0,0.0,0.0,144,16.52671913,16.55701217,0.030293045
0,0.0,0.0,1,1,0.0,0.0,0.0,2,4.49916,4.5,0.00084
0,606.15,11064.5,510,22,0.0,0.0,0.0,532,872.602,604.254,-268.348
0,0.0,1926.03,0,100,0.0,0.0,0.0,101,0.0,29.30656763,29.30656763
0,165.75,0.01,2,3,0.0,0.0,0.0,5,100.9989738,101.0,0.001026218
0,6757.46,1610.22,49,234,0.0,0.0,0.0,283,38.133,38.18158062,0.048580622
0,158.08,0.84,2,2,0.0,0.0,0.0,4,100.9985715,101.0,0.001428506
0,1638.19,443.91,48,5,0.0,0.0,0.0,53,0.667736526,0.6875787,0.019842174
0,24419.57,0.0,6,1,0.0,0.0,0.0,7,0.60435377,0.60699977,0.002646
0,9841.52,6962.46,60,149,0.0,0.0,0.0,209,6187.5541,5797.144957,-390.40914260000005
0,160.38,0.39,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,7609.51,6435.77,56,18,0.0,0.0,0.0,74,70.5259,48.381798,-22.144102
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.889836944,0.89030858,0.000471636
0,24.32,0.23,3,2,0.0,0.0,0.0,5,100.998477,101.0,0.001523001
0,25.88,0.0,2,1,0.0,0.0,0.0,3,100.99895,101.0,0.00105
0,154.87,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,109.47,0.0,3,1,0.0,0.0,0.0,4,100.9985118,101.0,0.001488218
0,8.45,3497.89,356,429,0.0,0.0,0.0,785,302.1567866000001,302.3649021,0.208115528
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.86886919,0.86948919,0.00062
0,18.32,0.0,3,1,0.0,0.0,0.0,4,100.9979647,101.0,0.002035312
0,106.47,1.21,3,2,0.0,0.0,0.0,5,100.9985118,101.0,0.001488218
0,160.85,0.21,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,54.81,3236.19,24,100,0.0,0.0,0.0,124,19.61225266,19.6309982,0.018745536
0,430287.67,9324.78,2,3,0.0,0.0,0.0,5,28.67642075,28.6785,0.00207925
0,17.87,3229.4,214,214,0.0,0.0,0.0,428,17.51039945,17.6641815,0.153782052
0,6803.29,8857.97,16,15,0.0,0.0,0.0,31,23.27007992,23.28311529,0.01303537
0,160.84,1.05,2,2,0.0,0.0,0.0,4,100.9990158,101.0,0.000984218
0,4.09,7825.62,10,10,0.0,0.0,0.0,20,41.46830429999999,41.474,0.0056957
0,30546.43,14158.72,3,2,0.0,0.0,0.0,5,0.0481811,0.05,0.0018189
0,12.84,12122.66,25,26,0.0,0.0,0.0,51,6.93919489,6.98627938,0.04708449
0,0.0,0.0,1,1,0.0,0.0,0.0,2,0.046385773,0.04744152,0.001055747
0,8.2,20015.0,24,27,0.0,0.0,0.0,51,30.80418586,30.83381711,0.02963125
0,0.0,6.02,1,2,0.0,0.0,0.0,3,1.998677,1.999118,0.000441
0,153.28,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,10.37,1057.52,265,266,0.0,0.0,0.0,531,51.63371406,51.91924736,0.285533304
0,21.32,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,0.0,2099.82,0,108,0.0,0.0,0.0,109,0.0,103.9171277,103.9171277
0,17.06,0.0,3,1,0.0,0.0,0.0,4,100.998446,101.0,0.0015539999999999
0,5.7,544.96,126,146,0.0,0.0,0.0,272,612.260612,612.320885,0.060273
0,24345.2,9240.26,13,69,0.0,0.0,0.0,82,22.86742329,23.07045302,0.20302973
0,1888.98,0.0,12,0,0.0,0.0,0.0,12,0.06,0.0,-0.06
0,0.0,44166.17,0,2,0.0,0.0,0.0,3,0.0,144.94086330000005,144.94086330000005
0,10.3,28988.76,16,16,0.0,0.0,0.0,32,21.23311427,21.25659289,0.023478615
0,46.63,8709.45,72,104,0.0,0.0,0.0,176,70.2794936,70.64395559,0.36446199
0,16915.18,387.45,13,7,0.0,0.0,0.0,20,99.461,99.49599541,0.03499541
0,1142.47,4568.91,123,160,0.0,0.0,0.0,283,13.52849089,13.60568271,0.077191824
0,7184.14,24565.38,32,9,0.0,0.0,0.0,41,47.19354966,40.33117517,-6.86237449
0,4384.05,4017.98,90,29,0.0,0.0,0.0,119,360.9227126,350.2835067,-10.63920593
0,8.46,3668.56,255,326,0.0,0.0,0.0,581,505.2045337,505.6888439,0.484310233
0,9.09,16693.78,19,20,0.0,0.0,0.0,39,74.03061232,74.071366,0.04075368
0,1.02,2.23,3,3,0.0,0.0,0.0,6,7.09825617,7.1,0.00174383
0,15.68,513.42,1384,1416,0.0,0.0,0.0,2800,1516.741335,1517.8687109999996,1.127376073
0,15331.14,30445.3,11,7,0.0,0.0,0.0,18,5.3834192000000005,5.38736854,0.00394934
0,11.86,4152.03,11,11,0.0,0.0,0.0,22,693.1234007,693.1313052999999,0.007904624
0,10.02,4739.96,14,29,0.0,0.0,0.0,43,2.7490766260000004,2.76108864,0.012012014
0,0.0,2723.62,0,107,0.0,0.0,0.0,108,0.0,23.255138100000003,23.255138100000003
0,0.0,12506.19,0,16,0.0,0.0,0.0,17,0.0,85.5273,85.5273
0,0.0,5154.14,0,44,0.0,0.0,0.0,45,0.0,21.68774716,21.68774716
0,14.28,427.61,2,2,0.0,0.0,0.0,4,0.1288369369999999,0.13,0.001163063
0,157.83,0.0,2,1,0.0,0.0,0.0,3,100.9990158,101.0,0.000984218
0,1831.69,14561.8,4,5,0.0,0.0,0.0,9,23.0094396,23.0115,0.002060403
0,0.0,0.0,1,1,0.0,0.0,0.0,2,2.02468742,2.02512842,0.000441
0,3240.19,13535.58,14,15,0.0,0.0,0.0,29,15.87653969,15.88797064,0.011430949
0,12124.02,7753.6,34,36,0.0,0.0,0.0,70,479.967328,479.993008,0.025679996
0,0.0,8721.68,0,26,0.0,0.0,0.0,27,0.0,484.7770128,484.7770128
0,0.0,0.0,1,1,0.0,0.0,0.0,2,1.998992,1.999496,0.000504
0,8600.97,21939.9,4,2,0.0,0.0,0.0,6,22.42390869,22.43106991,0.007161221
0,134.38,11158.03,3,3,0.0,0.0,0.0,6,0.8826578000000002,0.8839940999999999,0.0013363
0,0.0,8295.12,0,2,0.0,0.0,0.0,3,0.0,8.025,8.025
0,247.38,15296.34,29,31,0.0,0.0,0.0,60,42.23449828,42.26149953,0.027001245
0,23.9,998.74,379,1292,0.0,0.0,0.0,1671,370.335402,370.9574378,0.6220358429999999
0,265.42,803.45,3456,171,0.0,0.0,0.0,3627,9109.491037,9128.326161,18.8351239
0,103.15,0.0,3,1,0.0,0.0,0.0,4,100.9985118,101.0,0.001488218
0,0.0,0.0,1,1,0.0,0.0,0.0,2,4.996803364,4.997275,0.000471636
0,12681.07,1747.2,2,14,0.0,0.0,0.0,16,71.45190253,71.45278453,0.000882
0,4244.56,8285.98,133,37,0.0,0.0,0.0,170,224.3228576,182.3424397,-41.98041795
0,12564.3,11089.02,74,7,0.0,0.0,0.0,81,86.52,87.38355,0.86355
0,234.14,151667.17,9,5,0.0,0.0,0.0,14,4.7608066,4.76637695,0.00557035
0,17491.39,30810.71,6,5,0.0,0.0,0.0,11,225.8325682,225.8360773,0.00350912
0,0.0,25195.29,0,9,0.0,0.0,0.0,10,0.0,23.6765124,23.6765124
0,196.48,66911.64,300,5,0.0,0.0,0.0,305,42.6,4.2,-38.4
0,0.0,4043.03,0,26,0.0,0.0,0.0,27,0.0,2823.302301,2823.302301
0,946.38,7394.37,23,42,0.0,0.0,0.0,65,39.50505367,39.5165897,0.011536029
0,2.53,3205.97,4,4,0.0,0.0,0.0,8,7.740120489,7.7420931,0.001972611
0,4.38,24303.06,10,10,0.0,0.0,0.0,20,35.66365972,35.674,0.01034028
0,0.0,1489.22,0,130,0.0,0.0,0.0,131,0.0,100.4035188,100.4035188
0,0.0,92467.96,1,6,0.0,0.0,0.0,7,0.0,1.95158313,1.95158313
0,7827.86,63912.32,23,2,0.0,0.0,0.0,25,0.009,0.305,0.296
